id,original_text,gold,system,output,semantic_group,reading_style,ambiguity_cluster,automatic_mismatch_type,manual_review_needed,note
year_date_016,Hội nghị diễn ra ngày 25-26/12/2023.,Hội nghị diễn ra ngày hai mươi lăm đến hai mươi sáu tháng mười hai năm hai nghìn không trăm hai mươi ba.,vietnormalizer,hội nghị diễn ra ngày hai mươi lăm đến hai mươi sáu tháng mười hai năm hai nghìn không trăm hai mươi ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_016,Hội nghị diễn ra ngày 25-26/12/2023.,Hội nghị diễn ra ngày hai mươi lăm đến hai mươi sáu tháng mười hai năm hai nghìn không trăm hai mươi ba.,soe_vinorm,Hội nghị diễn ra ngày hai mươi lăm đến ngày hai mươi sáu tháng mười hai năm hai nghìn không trăm hai mươi ba .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_017,Tệp được tạo ngày 01.02.2026.,Tệp được tạo ngày mùng một tháng hai năm hai nghìn không trăm hai mươi sáu.,current_rule,Tệp được tạo ngày một tháng hai năm hai nghìn không trăm hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_017,Tệp được tạo ngày 01.02.2026.,Tệp được tạo ngày mùng một tháng hai năm hai nghìn không trăm hai mươi sáu.,num2words_vi,Tệp được tạo ngày một.hai.hai nghìn lẻ hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_017,Tệp được tạo ngày 01.02.2026.,Tệp được tạo ngày mùng một tháng hai năm hai nghìn không trăm hai mươi sáu.,vietnormalizer,tệp được tạo ngày một.hai.hai nghìn không trăm hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_017,Tệp được tạo ngày 01.02.2026.,Tệp được tạo ngày mùng một tháng hai năm hai nghìn không trăm hai mươi sáu.,soe_vinorm,Tệp được tạo ngày một tháng hai năm hai nghìn không trăm hai mươi sáu .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_018,Tôi sẽ quay lại vào ngày 7.,Tôi sẽ quay lại vào ngày mùng bảy.,current_rule,Tôi sẽ quay lại vào ngày bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_018,Tôi sẽ quay lại vào ngày 7.,Tôi sẽ quay lại vào ngày mùng bảy.,num2words_vi,Tôi sẽ quay lại vào ngày bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_018,Tôi sẽ quay lại vào ngày 7.,Tôi sẽ quay lại vào ngày mùng bảy.,vietnormalizer,tôi sẽ quay lại vào ngày bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_018,Tôi sẽ quay lại vào ngày 7.,Tôi sẽ quay lại vào ngày mùng bảy.,soe_vinorm,Tôi sẽ quay lại vào ngày bảy .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_019,Lịch khám ghi ngày 02/03.,Lịch khám ghi ngày mùng hai tháng ba.,current_rule,Lịch khám ghi ngày hai phần ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_019,Lịch khám ghi ngày 02/03.,Lịch khám ghi ngày mùng hai tháng ba.,num2words_vi,Lịch khám ghi ngày hai/ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_019,Lịch khám ghi ngày 02/03.,Lịch khám ghi ngày mùng hai tháng ba.,vietnormalizer,lịch khám ghi ngày hai tháng ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_019,Lịch khám ghi ngày 02/03.,Lịch khám ghi ngày mùng hai tháng ba.,soe_vinorm,Lịch khám ghi ngày hai tháng ba .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_020,Hạn nộp là 31/12/2026.,Hạn nộp là ngày ba mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu.,current_rule,Hạn nộp là ba mươi mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_020,Hạn nộp là 31/12/2026.,Hạn nộp là ngày ba mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu.,num2words_vi,Hạn nộp là ba mươi mốt/mười hai/hai nghìn lẻ hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_020,Hạn nộp là 31/12/2026.,Hạn nộp là ngày ba mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu.,vietnormalizer,hạn nộp là ngày ba mươi mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_020,Hạn nộp là 31/12/2026.,Hạn nộp là ngày ba mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu.,soe_vinorm,Hạn nộp là ba mươi mốt tháng mười hai năm hai nghìn không trăm hai mươi sáu .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_021,Hệ thống lưu ngày theo định dạng 2026-07-21.,Hệ thống lưu ngày theo định dạng năm hai không hai sáu tháng bảy ngày hai mốt.,current_rule,Hệ thống lưu ngày theo định dạng năm hai không hai sáu tháng bảy ngày hai mốt.,,,cluster_unknown,exact,False,
year_date_021,Hệ thống lưu ngày theo định dạng 2026-07-21.,Hệ thống lưu ngày theo định dạng năm hai không hai sáu tháng bảy ngày hai mốt.,num2words_vi,Hệ thống lưu ngày theo định dạng hai nghìn lẻ hai mươi sáu-bảy-hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_021,Hệ thống lưu ngày theo định dạng 2026-07-21.,Hệ thống lưu ngày theo định dạng năm hai không hai sáu tháng bảy ngày hai mốt.,vietnormalizer,hệ thống lưu ngày theo định dạng hai nghìn không trăm hai mươi sáu-bảy-hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_021,Hệ thống lưu ngày theo định dạng 2026-07-21.,Hệ thống lưu ngày theo định dạng năm hai không hai sáu tháng bảy ngày hai mốt.,soe_vinorm,Hệ thống lưu ngày theo định dạng hai nghìn không trăm hai mươi sáu bảy hai mươi mốt .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_022,Kỳ thi được tổ chức vào tháng 8/2025.,Kỳ thi được tổ chức vào tháng tám năm hai nghìn không trăm hai mươi lăm.,current_rule,Kỳ thi được tổ chức vào tháng tám phần hai nghìn hai mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_022,Kỳ thi được tổ chức vào tháng 8/2025.,Kỳ thi được tổ chức vào tháng tám năm hai nghìn không trăm hai mươi lăm.,num2words_vi,Kỳ thi được tổ chức vào tháng tám/hai nghìn lẻ hai mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_022,Kỳ thi được tổ chức vào tháng 8/2025.,Kỳ thi được tổ chức vào tháng tám năm hai nghìn không trăm hai mươi lăm.,vietnormalizer,kỳ thi được tổ chức vào tháng tám năm hai nghìn không trăm hai mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_022,Kỳ thi được tổ chức vào tháng 8/2025.,Kỳ thi được tổ chức vào tháng tám năm hai nghìn không trăm hai mươi lăm.,soe_vinorm,Kỳ thi được tổ chức vào tháng tám năm hai nghìn không trăm hai mươi lăm .,,,cluster_unknown,formatting_only,False,
year_date_023,Tết năm 2027 đến khá sớm.,Tết năm hai nghìn không trăm hai mươi bảy đến khá sớm.,current_rule,Tết năm hai nghìn hai mươi bảy đồngến khá sớm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_023,Tết năm 2027 đến khá sớm.,Tết năm hai nghìn không trăm hai mươi bảy đến khá sớm.,num2words_vi,Tết năm hai nghìn lẻ hai mươi bảy đến khá sớm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_023,Tết năm 2027 đến khá sớm.,Tết năm hai nghìn không trăm hai mươi bảy đến khá sớm.,vietnormalizer,tết năm hai nghìn không trăm hai mươi bảy đến khá sớm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_023,Tết năm 2027 đến khá sớm.,Tết năm hai nghìn không trăm hai mươi bảy đến khá sớm.,soe_vinorm,Tết năm hai nghìn không trăm hai mươi bảy đến khá sớm .,,,cluster_unknown,formatting_only,False,
year_date_024,Bản thảo mang ngày 05/06/1999.,Bản thảo mang ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín.,current_rule,Bản thảo mang ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín.,,,cluster_unknown,exact,False,
year_date_024,Bản thảo mang ngày 05/06/1999.,Bản thảo mang ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín.,num2words_vi,Bản thảo mang ngày năm/sáu/một nghìn chín trăm chín mươi chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_024,Bản thảo mang ngày 05/06/1999.,Bản thảo mang ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín.,vietnormalizer,bản thảo mang ngày ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_024,Bản thảo mang ngày 05/06/1999.,Bản thảo mang ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín.,soe_vinorm,Bản thảo mang ngày năm tháng sáu năm một nghìn chín trăm chín mươi chín .,,,cluster_unknown,formatting_only,False,
year_date_025,Lịch học kéo dài từ 02-06/09/2026.,Lịch học kéo dài từ mùng hai đến mùng sáu tháng chín năm hai nghìn không trăm hai mươi sáu.,current_rule,Lịch học kéo dài từ 02-06/09/2026.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_025,Lịch học kéo dài từ 02-06/09/2026.,Lịch học kéo dài từ mùng hai đến mùng sáu tháng chín năm hai nghìn không trăm hai mươi sáu.,num2words_vi,Lịch học kéo dài từ hai-sáu/chín/hai nghìn lẻ hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_025,Lịch học kéo dài từ 02-06/09/2026.,Lịch học kéo dài từ mùng hai đến mùng sáu tháng chín năm hai nghìn không trăm hai mươi sáu.,vietnormalizer,lịch học kéo dài từ hai đến sáu tháng chín năm hai nghìn không trăm hai mươi sáu.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
year_date_025,Lịch học kéo dài từ 02-06/09/2026.,Lịch học kéo dài từ mùng hai đến mùng sáu tháng chín năm hai nghìn không trăm hai mươi sáu.,soe_vinorm,Lịch học kéo dài từ hai đến ngày sáu tháng chín năm hai nghìn không trăm hai mươi sáu .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_001,Hệ thống sao lưu lúc 00:00.,Hệ thống sao lưu lúc không giờ.,current_rule,Hệ thống sao lưu lúc không giờ không phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_001,Hệ thống sao lưu lúc 00:00.,Hệ thống sao lưu lúc không giờ.,num2words_vi,Hệ thống sao lưu lúc không:không.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_001,Hệ thống sao lưu lúc 00:00.,Hệ thống sao lưu lúc không giờ.,vietnormalizer,hệ thống sao lưu lúc không giờ không phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_001,Hệ thống sao lưu lúc 00:00.,Hệ thống sao lưu lúc không giờ.,soe_vinorm,Hệ thống sao lưu lúc không giờ không phút .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_002,Xe khởi hành lúc 06:05.,Xe khởi hành lúc sáu giờ năm phút.,current_rule,Xe khởi hành lúc sáu giờ năm phút.,,,cluster_unknown,exact,False,
time_duration_002,Xe khởi hành lúc 06:05.,Xe khởi hành lúc sáu giờ năm phút.,num2words_vi,Xe khởi hành lúc sáu:năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_002,Xe khởi hành lúc 06:05.,Xe khởi hành lúc sáu giờ năm phút.,vietnormalizer,xe khởi hành lúc sáu giờ năm phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_002,Xe khởi hành lúc 06:05.,Xe khởi hành lúc sáu giờ năm phút.,soe_vinorm,Xe khởi hành lúc sáu giờ năm phút .,,,cluster_unknown,formatting_only,False,
time_duration_003,Tôi ăn sáng lúc 07:30.,Tôi ăn sáng lúc bảy giờ ba mươi phút.,current_rule,Tôi ăn sáng lúc bảy giờ ba mươi phút.,,,cluster_unknown,exact,False,
time_duration_003,Tôi ăn sáng lúc 07:30.,Tôi ăn sáng lúc bảy giờ ba mươi phút.,num2words_vi,Tôi ăn sáng lúc bảy:ba mươi.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_003,Tôi ăn sáng lúc 07:30.,Tôi ăn sáng lúc bảy giờ ba mươi phút.,vietnormalizer,tôi ăn sáng lúc bảy giờ ba mươi phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_003,Tôi ăn sáng lúc 07:30.,Tôi ăn sáng lúc bảy giờ ba mươi phút.,soe_vinorm,Tôi ăn sáng lúc bảy giờ ba mươi phút .,,,cluster_unknown,formatting_only,False,
time_duration_004,Cuộc họp bắt đầu lúc 9h.,Cuộc họp bắt đầu lúc chín giờ.,current_rule,Cuộc họp bắt đầu lúc 9h.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_004,Cuộc họp bắt đầu lúc 9h.,Cuộc họp bắt đầu lúc chín giờ.,num2words_vi,Cuộc họp bắt đầu lúc chính.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_004,Cuộc họp bắt đầu lúc 9h.,Cuộc họp bắt đầu lúc chín giờ.,vietnormalizer,cuộc họp bắt đầu lúc chín giờ.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_004,Cuộc họp bắt đầu lúc 9h.,Cuộc họp bắt đầu lúc chín giờ.,soe_vinorm,Cuộc họp bắt đầu lúc chín giờ .,,,cluster_unknown,formatting_only,False,
time_duration_005,Chuông reo lúc 12:00.,Chuông reo lúc mười hai giờ.,current_rule,Chuông reo lúc mười hai giờ không phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_005,Chuông reo lúc 12:00.,Chuông reo lúc mười hai giờ.,num2words_vi,Chuông reo lúc mười hai:không.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_005,Chuông reo lúc 12:00.,Chuông reo lúc mười hai giờ.,vietnormalizer,chuông reo lúc mười hai giờ không phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_005,Chuông reo lúc 12:00.,Chuông reo lúc mười hai giờ.,soe_vinorm,Chuông reo lúc mười hai không .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_006,Chúng ta nghỉ trưa lúc 12:30.,Chúng ta nghỉ trưa lúc mười hai giờ ba mươi phút.,current_rule,Chúng ta nghỉ trưa lúc mười hai giờ ba mươi phút.,,,cluster_unknown,exact,False,
time_duration_006,Chúng ta nghỉ trưa lúc 12:30.,Chúng ta nghỉ trưa lúc mười hai giờ ba mươi phút.,num2words_vi,Chúng ta nghỉ trưa lúc mười hai:ba mươi.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_006,Chúng ta nghỉ trưa lúc 12:30.,Chúng ta nghỉ trưa lúc mười hai giờ ba mươi phút.,vietnormalizer,chúng ta nghỉ trưa lúc mười hai giờ ba mươi phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_006,Chúng ta nghỉ trưa lúc 12:30.,Chúng ta nghỉ trưa lúc mười hai giờ ba mươi phút.,soe_vinorm,Chúng ta nghỉ trưa lúc mười hai ba mươi .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_007,Chuyến bay cất cánh lúc 13:45.,Chuyến bay cất cánh lúc mười ba giờ bốn mươi lăm phút.,current_rule,Chuyến bay cất cánh lúc mười ba giờ bốn mươi lăm phút.,,,cluster_unknown,exact,False,
time_duration_007,Chuyến bay cất cánh lúc 13:45.,Chuyến bay cất cánh lúc mười ba giờ bốn mươi lăm phút.,num2words_vi,Chuyến bay cất cánh lúc mười ba:bốn mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_007,Chuyến bay cất cánh lúc 13:45.,Chuyến bay cất cánh lúc mười ba giờ bốn mươi lăm phút.,vietnormalizer,chuyến bay cất cánh lúc mười ba giờ bốn mươi lăm phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_007,Chuyến bay cất cánh lúc 13:45.,Chuyến bay cất cánh lúc mười ba giờ bốn mươi lăm phút.,soe_vinorm,Chuyến bay cất cánh lúc mười ba bốn mươi lăm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_008,Bản tin phát lúc 18h05.,Bản tin phát lúc mười tám giờ năm phút.,current_rule,Bản tin phát lúc 18h05.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_008,Bản tin phát lúc 18h05.,Bản tin phát lúc mười tám giờ năm phút.,num2words_vi,Bản tin phát lúc mười támhnăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_008,Bản tin phát lúc 18h05.,Bản tin phát lúc mười tám giờ năm phút.,vietnormalizer,bản tin phát lúc mười tám giờ năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_008,Bản tin phát lúc 18h05.,Bản tin phát lúc mười tám giờ năm phút.,soe_vinorm,Bản tin phát lúc mười tám giờ năm phút .,,,cluster_unknown,formatting_only,False,
time_duration_009,Cửa hàng đóng cửa lúc 23:59.,Cửa hàng đóng cửa lúc hai mươi ba giờ năm mươi chín phút.,current_rule,Cửa hàng đóng cửa lúc hai mươi ba giờ năm mươi chín phút.,,,cluster_unknown,exact,False,corrected gold documented
time_duration_009,Cửa hàng đóng cửa lúc 23:59.,Cửa hàng đóng cửa lúc hai mươi ba giờ năm mươi chín phút.,num2words_vi,Cửa hàng đóng cửa lúc hai mươi ba:năm mươi chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,corrected gold documented
time_duration_009,Cửa hàng đóng cửa lúc 23:59.,Cửa hàng đóng cửa lúc hai mươi ba giờ năm mươi chín phút.,vietnormalizer,cửa hàng đóng cửa lúc hai mươi ba giờ năm mươi chín phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,corrected gold documented
time_duration_009,Cửa hàng đóng cửa lúc 23:59.,Cửa hàng đóng cửa lúc hai mươi ba giờ năm mươi chín phút.,soe_vinorm,Cửa hàng đóng cửa lúc hai mươi ba năm mươi chín .,,,cluster_unknown,lexical_or_semantic_mismatch,True,corrected gold documented
time_duration_010,Buổi phỏng vấn kéo dài 2:30:00.,Buổi phỏng vấn kéo dài hai giờ ba mươi phút.,current_rule,Buổi phỏng vấn kéo dài hai giờ ba mươi phút:không không.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_010,Buổi phỏng vấn kéo dài 2:30:00.,Buổi phỏng vấn kéo dài hai giờ ba mươi phút.,num2words_vi,Buổi phỏng vấn kéo dài hai:ba mươi:không.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_010,Buổi phỏng vấn kéo dài 2:30:00.,Buổi phỏng vấn kéo dài hai giờ ba mươi phút.,vietnormalizer,buổi phỏng vấn kéo dài hai giờ ba mươi phút không giây.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_010,Buổi phỏng vấn kéo dài 2:30:00.,Buổi phỏng vấn kéo dài hai giờ ba mươi phút.,soe_vinorm,Buổi phỏng vấn kéo dài hai ba mươi không .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_011,Hãy tua video đến 02:30.,Hãy tua video đến hai phút ba mươi giây.,current_rule,Hãy tua video đến hai giờ ba mươi phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_011,Hãy tua video đến 02:30.,Hãy tua video đến hai phút ba mươi giây.,num2words_vi,Hãy tua video đến hai:ba mươi.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_011,Hãy tua video đến 02:30.,Hãy tua video đến hai phút ba mươi giây.,vietnormalizer,hãy tua vi-đê-ô đến hai giờ ba mươi phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_011,Hãy tua video đến 02:30.,Hãy tua video đến hai phút ba mươi giây.,soe_vinorm,Hãy tua video đến hai giờ ba mươi phút .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_012,Bài chạy hoàn thành trong 01:02:03.,Bài chạy hoàn thành trong một giờ hai phút ba giây.,current_rule,Bài chạy hoàn thành trong một giờ hai phút:không ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_012,Bài chạy hoàn thành trong 01:02:03.,Bài chạy hoàn thành trong một giờ hai phút ba giây.,num2words_vi,Bài chạy hoàn thành trong một:hai:ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_012,Bài chạy hoàn thành trong 01:02:03.,Bài chạy hoàn thành trong một giờ hai phút ba giây.,vietnormalizer,bài chạy hoàn thành trong một giờ hai phút ba giây.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_012,Bài chạy hoàn thành trong 01:02:03.,Bài chạy hoàn thành trong một giờ hai phút ba giây.,soe_vinorm,Bài chạy hoàn thành trong một hai ba .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_013,Dịch vụ hỗ trợ hoạt động 24/7.,Dịch vụ hỗ trợ hoạt động hai mươi tư trên bảy.,current_rule,Dịch vụ hỗ trợ hoạt động hai mươi tư phần bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_013,Dịch vụ hỗ trợ hoạt động 24/7.,Dịch vụ hỗ trợ hoạt động hai mươi tư trên bảy.,num2words_vi,Dịch vụ hỗ trợ hoạt động hai mươi bốn/bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_013,Dịch vụ hỗ trợ hoạt động 24/7.,Dịch vụ hỗ trợ hoạt động hai mươi tư trên bảy.,vietnormalizer,dịch vụ hỗ trợ hoạt động hai mươi tư tháng bảy.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_013,Dịch vụ hỗ trợ hoạt động 24/7.,Dịch vụ hỗ trợ hoạt động hai mươi tư trên bảy.,soe_vinorm,Dịch vụ hỗ trợ hoạt động hai mươi tư trên bảy .,,,cluster_unknown,formatting_only,False,
time_duration_014,Văn phòng mở cửa từ 9-11h.,Văn phòng mở cửa từ chín đến mười một giờ.,current_rule,Văn phòng mở cửa từ 9-11h.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_014,Văn phòng mở cửa từ 9-11h.,Văn phòng mở cửa từ chín đến mười một giờ.,num2words_vi,Văn phòng mở cửa từ chín-mười mộth.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_014,Văn phòng mở cửa từ 9-11h.,Văn phòng mở cửa từ chín đến mười một giờ.,vietnormalizer,văn phòng mở cửa từ chín tháng mười mộth.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_014,Văn phòng mở cửa từ 9-11h.,Văn phòng mở cửa từ chín đến mười một giờ.,soe_vinorm,Văn phòng mở cửa từ chín đến mười một giờ .,,,cluster_unknown,formatting_only,False,
time_duration_015,Đồng hồ đếm ngược còn 00:05.,Đồng hồ đếm ngược còn năm giây.,current_rule,Đồng hồ đếm ngược còn không giờ năm phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_015,Đồng hồ đếm ngược còn 00:05.,Đồng hồ đếm ngược còn năm giây.,num2words_vi,Đồng hồ đếm ngược còn không:năm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_015,Đồng hồ đếm ngược còn 00:05.,Đồng hồ đếm ngược còn năm giây.,vietnormalizer,đồng hồ đếm ngược còn không giờ năm phút.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
time_duration_015,Đồng hồ đếm ngược còn 00:05.,Đồng hồ đếm ngược còn năm giây.,soe_vinorm,Đồng hồ đếm ngược còn không giờ năm phút .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_001,Số điện thoại của tôi là 0903120508.,"Số điện thoại của tôi là không chín không ba, một hai không, năm không tám.",current_rule,Số điện thoại của tôi là không chín không ba một hai không năm không tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_001,Số điện thoại của tôi là 0903120508.,"Số điện thoại của tôi là không chín không ba, một hai không, năm không tám.",num2words_vi,Số điện thoại của tôi là chín trăm lẻ ba triệu một trăm hai mươi nghìn năm trăm lẻ tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_001,Số điện thoại của tôi là 0903120508.,"Số điện thoại của tôi là không chín không ba, một hai không, năm không tám.",vietnormalizer,số điện thoại của tôi là không chín không ba một hai không năm không tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_001,Số điện thoại của tôi là 0903120508.,"Số điện thoại của tôi là không chín không ba, một hai không, năm không tám.",soe_vinorm,Số điện thoại của tôi là không chín không ba một hai không năm không tám .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_002,Hãy gọi 0987 654 321.,"Hãy gọi không chín tám bảy, sáu năm bốn, ba hai một.",current_rule,Hãy gọi không chín tám bảy sáu năm bốn ba hai một.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_002,Hãy gọi 0987 654 321.,"Hãy gọi không chín tám bảy, sáu năm bốn, ba hai một.",num2words_vi,Hãy gọi chín trăm tám mươi bảy sáu trăm năm mươi bốn ba trăm hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_002,Hãy gọi 0987 654 321.,"Hãy gọi không chín tám bảy, sáu năm bốn, ba hai một.",vietnormalizer,hãy gọi chín trăm tám mươi bảy sáu trăm năm mươi tư ba trăm hai mươi mốt.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_002,Hãy gọi 0987 654 321.,"Hãy gọi không chín tám bảy, sáu năm bốn, ba hai một.",soe_vinorm,Hãy gọi không chín tám bảy sáu năm bốn ba hai một .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_003,Số liên hệ là 0912-345-678.,"Số liên hệ là không chín một hai, ba bốn năm, sáu bảy tám.",current_rule,Số liên hệ là không chín một hai ba bốn năm sáu bảy tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_003,Số liên hệ là 0912-345-678.,"Số liên hệ là không chín một hai, ba bốn năm, sáu bảy tám.",num2words_vi,Số liên hệ là chín trăm mười hai-ba trăm bốn mươi lăm-sáu trăm bảy mươi tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_003,Số liên hệ là 0912-345-678.,"Số liên hệ là không chín một hai, ba bốn năm, sáu bảy tám.",vietnormalizer,số liên hệ là chín trăm mười hai-ba trăm bốn mươi lăm-sáu trăm bảy mươi tám.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_003,Số liên hệ là 0912-345-678.,"Số liên hệ là không chín một hai, ba bốn năm, sáu bảy tám.",soe_vinorm,Số liên hệ là chín trăm mười hai ba trăm bốn mươi lăm sáu trăm bảy mươi tám .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_004,"Từ nước ngoài, hãy gọi +84 903 120 508.","Từ nước ngoài, hãy gọi cộng tám bốn, chín không ba, một hai không, năm không tám.",current_rule,"Từ nước ngoài, hãy gọi tám bốn chín không ba một hai không năm không tám.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
phone_004,"Từ nước ngoài, hãy gọi +84 903 120 508.","Từ nước ngoài, hãy gọi cộng tám bốn, chín không ba, một hai không, năm không tám.",num2words_vi,"Từ nước ngoài, hãy gọi +tám mươi bốn chín trăm lẻ ba một trăm hai mươi năm trăm lẻ tám.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
